Index,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
0,0.5247198101259181,-1.0145172424470748,0.8789088745834962,1.0106679498502353,0.37749199823593355,1.0214655286224201,0.34574908598399123,0.5126090936580915,0.21970322216234173,-0.6864015874577418,0.7922254918652936,1.2049295138173894,-0.5004863551152401
1,1.0557708668836692,-1.137898193265885,-1.3661255543857544,1.1338166595680983,-2.110248818293262,-0.540428533661727,-1.204576177539364,0.2585859731106038,0.6539781287513456,0.41259301447789576,0.14941253667850038,-1.0032965238075264,-1.387361719773632
2,-1.5552251645180484,-0.7803268987363347,1.2617816410346012,0.7769184247820303,0.7188522147869687,1.8294997290541923,1.0055162816636056,0.13391435013512176,1.314669095618348,0.8828372896763295,-0.47562356431935643,1.8257546430841576,0.0866997256215025
3,-1.017577200222934,1.2649582430751616,-1.4638195136329901,-1.264516857955327,0.20994142650143371,-0.6425709656863203,0.2657302933195216,-1.7568062292622442,-2.487031229335128,-1.6297122207925352,0.04055696833868043,-1.5342788705819879,1.8307376712332335
4,0.6311099371375782,0.7632251448159091,-1.7174424520260274,,-0.22097168183873064,-0.45182516687614416,0.9748270333278558,-1.4482277824516026,-2.100659008572552,-0.5209356478817544,-0.216901512967539,-1.4819550444746359,1.3936523771444282
5,-1.7047350780693837,-1.256380836086477,-1.0406668015742417,1.2520762814180362,-2.34616772677,-0.44511002230476554,-0.9368944920633817,0.5463377894073278,0.5157036652773872,1.843378652474084,1.1361028231482486,-0.5205712193112882,-0.5804034974943465
6,-0.028041069618428855,1.1309601167581014,-1.1504363938342528,-1.1307709575465146,,-1.4445040327499672,0.828173897576392,-2.3247649135821638,-2.415663040230007,-1.3676230771951525,0.2125829290838182,-1.6467639930605047,2.4548085869141794
7,-0.9970068430837009,0.7144635599946251,0.9181290132111052,-0.7150583760907471,-0.09266068365699454,-0.5706241278301025,-0.5307850935686216,,0.24925716367262318,0.20065081181796662,-0.1217915432208732,-0.07522137784731037,0.5152810160981722
8,-1.7605689045901591,0.8778493241376515,-1.2182619601106512,-0.8781365977039752,0.6502431444646521,-0.8267603096896653,0.6785281485863863,-2.070755990158638,-2.3767628539965617,-1.5456258528111215,1.2361264068700177,-1.0137009307139757,2.276122053184485
9,-0.19902091860954668,0.9370624096148984,1.2995716518724558,-0.9372382258446521,0.04864992784897004,-0.3568816272472987,-1.4519587654172978,0.4555510906329066,0.25657347429049543,-1.2334705670256774,-0.49029866354403623,-0.13675838826651893,-0.22589925053061782
10,-0.8405401906747826,1.0865250989996689,0.8323410334193626,-1.0864195802315737,0.5305985551657348,-0.629807971659629,-0.10235459462584776,0.6185218125884999,0.14029169922887283,1.0622550213294963,-0.4562924271795257,0.0777516468135686,0.43700319971658586
11,-0.1849874971209737,0.7666507077566047,0.8009746706307598,-0.7671472915034769,-0.0336809565378101,-0.6046425176655977,-0.7405457549585867,0.41550525111585357,0.37779696991182327,0.13556171007846593,-0.8919482810491968,-0.17527040975900796,-0.01329916022722562
12,-1.37860795817682,1.2867830833056952,0.10815784723344384,-1.2863006170879319,0.9477898494414361,-0.21416146329695138,-0.5670127581879951,0.7543598862409646,0.15713465029184825,0.6863690395201211,-0.9120335164228234,-0.07165795958873776,-0.1475189762741865
